"","X","id","source","target142","cse142","cse143","target143","numAdmApplication","admitStatus","gender","ethnic","transfer","Q5b","Q5d","Q5e","Q5f","Q7a","Q8a","Q8c","Q8d","Q8e","Q8g","Q8i","Q9","Q11","GPA","stdmath","stdverbal","stdcomb","appscores","cse142firstclass","cse142grade","cse143firstclass","cse143grade"
"116",116,"0826c43b-ce14-55c2-a0af-0fe3c660067f","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,1,3,3,3,3,3,3,3,3,3,1,1,3.33,800,630,1430,NA,2,2,NA,NA
"117",117,"082f2c2a-8fd6-5333-9967-e98642ab79a6","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,1,2,5,5,3,4,4,2,2,2,4,3.51,800,660,1460,NA,2,3.8,3,3.6
"118",118,"0848b78f-5a49-59d5-a118-085bd7f733f3","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,4,2,2,1,2,3,3,4,4,2,4,2,1,3.6,580,690,1270,NA,1,2.8,NA,NA
"119",119,"084bc7e4-125f-5ab9-90cb-264db7dfc9df","student","CSE142",3,1,"NA143",1,"DNA","F","AFRO-AM",NA,1,4,1,1,5,3,3,5,5,5,4,2,1,2.82,NA,NA,NA,NA,3,2.3,NA,NA
"120",120,"084e75c9-91a5-5db1-b6ac-1c09f9ad7ebd","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,4,4,2,1,5,5,5,5,5,5,2,2,1,3.01,730,580,1310,NA,2,3.6,2,3.2
"121",121,"086408f7-e61b-5b10-af6c-f5f0fc75935d","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,2,3,1,1,4,4,4,4,4,4,4,1,1,3.24,670,470,1140,NA,1,NA,NA,NA
"122",122,"08873ec6-7ccc-5127-8b47-065be402759e","student","CSE142",2,3,"CSE143",1,"DNA","F","ASIAN",NA,3,3,2,2,5,5,5,4,5,4,4,1,2,3.37,590,690,1280,NA,2,3.1,3,2.4
"123",123,"089cd9be-8c31-5a17-9087-6c63ce8962b7","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,3,1,1,5,5,4,4,5,3,3,1,2,2.98,NA,NA,NA,NA,1,1.6,NA,NA
"124",124,"08a52a72-c702-5ece-960d-472acb6c457f","student","CSE142",3,1,"NA143",1,"DNA","F","NOT IND",NA,4,2,NA,2,3,4,3,3,5,3,3,1,1,2.49,NA,NA,NA,NA,3,0,NA,NA
"125",125,"08ac8b73-bedc-5879-90a8-91e8bb5f5ef4","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,3,1,5,5,4,5,4,2,1,2,1,3.53,610,590,1200,NA,2,2.6,NA,NA
"126",126,"08b71c58-e295-5be2-bce9-f29613e133aa","student","CSE142",2,3,"CSE143",2,"Deny","F","NOT IND",NA,3,3,1,1,3,4,3,4,4,4,4,1,1,3.61,720,610,1330,2.5,2,3.8,3,3.3
"127",127,"08d2539f-bf9d-5b5e-a9cc-9f6399231a83","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,1,1,4,3,3,4,2,4,2,1,1,3.08,720,690,1410,NA,2,2.2,NA,NA
"128",128,"08f41c55-44dd-5cc0-a661-801bf546ca59","student","CSE142",1,1,"CSE143",1,"Deny","M","NOT IND",FALSE,1,4,1,1,4,4,4,5,3,1,2,1,1,3.68,740,520,1260,3.5,1,3.4,1,3.7
"129",129,"09043a61-6f6e-5468-9476-d1fcec77412d","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,3,4,4,1,5,5,4,5,5,1,1,1,NA,2.65,800,730,1530,NA,1,3.8,1,2.9
"130",130,"0906fb4f-a371-55b8-9743-b438f0ae71e4","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,3,3,2,2,4,5,5,5,5,5,5,1,1,3.7,520,580,1100,NA,1,3.1,2,2
"131",131,"091d14a0-1704-589d-a93a-2aab872e07d1","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,1,3,1,1,4,3,4,5,5,1,4,1,1,3.54,760,660,1420,NA,1,3.4,2,3.6
"132",132,"0961d123-18c1-5498-8717-5b47214569ff","student","CSE142",1,1,"CSE143",1,"Deny","M","ASIAN",FALSE,1,2,1,1,5,5,2,5,4,2,2,1,3,2.83,600,600,1200,2,1,2.8,1,3
"133",133,"096d76ba-c82b-5415-9e5f-ec90e1a7e33a","student","CSE142",3,3,"CSE143",1,"Accept","M","ASIAN",NA,3,3,1,1,4,4,3,4,4,3,3,2,2,3.68,740,600,1340,4,3,3.9,3,3.7
"134",134,"097034bc-8565-5986-9490-044497b97dc6","student","CSE142",2,3,"CSE143",1,"DNA","M","NOT IND",NA,3,3,3,3,5,5,5,5,5,4,4,2,1,2,NA,NA,NA,NA,2,1.3,3,NA
"135",135,"0983c89e-8d49-5c3c-b365-15b9e3f2de7b","student","CSE142",2,2,"CSE143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,4,3,4,3,3,1,1,1,2.13,650,630,1280,NA,2,0,2,NA
"136",136,"098c2405-d9db-5812-85d7-bcd75ff75614","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,1,1,4,3,2,4,3,2,2,1,1,2.87,660,630,1290,NA,2,1.6,NA,NA
"137",137,"098c98dc-38f1-5d33-b8a5-5cbdb0b8af09","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,4,1,1,1,1,5,5,3,5,5,3,1,1,3.05,800,304,1104,NA,2,NA,NA,NA
"138",138,"09a6973c-b119-547d-ae03-ab316fd50992","student","CSE142",1,1,"NA143",1,"DNA","F","AFRO-AM",NA,3,4,3,2,5,5,4,4,5,4,3,2,1,2,490,530,1020,NA,1,0,NA,NA
"139",139,"09c5c4b4-8fd5-5927-beb1-44b2e31738e0","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,2,5,4,5,5,4,1,1,2,2,3.24,560,630,1190,NA,3,3.3,3,2.9
"140",140,"09c62f8a-6fbe-53b0-a8eb-0b665bf0dd0c","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,4,3,1,1,4,5,1,3,4,1,2,1,1,1.97,670,350,1020,NA,1,1,1,NA
"141",141,"09dc7364-97b8-5af7-912e-915fb321e454","student","CSE142",2,3,"CSE143",1,"DNA","F","NOT IND",NA,1,2,1,1,4,5,5,3,3,4,5,1,1,3.69,720,580,1300,NA,2,3.5,3,3
"142",142,"09fde1f5-8aa1-5d70-9953-92425f04ac8c","student","CSE142",2,4,"CSE143",1,"Deny","M","ASIAN",NA,2,4,1,1,3,5,4,3,4,3,4,1,1,3.47,800,580,1380,3.5,2,3.7,4,3.5
"143",143,"0a047792-845b-56eb-817c-86006137ae2c","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,3,3,5,5,2,3,1,1,2.81,670,600,1270,NA,1,3.7,2,3.2
"144",144,"0a1e3cbd-b716-53ed-9266-14ee3d81fbac","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,3,3,1,2,4,4,3,3,4,3,3,1,1,3.57,800,450,1250,NA,2,2.3,NA,NA
"145",145,"0a30ad5f-1819-5443-bd00-35703f2a4e1a","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,2,4,1,1,5,5,5,4,4,4,5,2,1,3.62,680,600,1280,NA,1,4,2,2.1
"146",146,"0a31f485-a0bb-5dbd-b742-153e589ced09","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,3,1,5,5,4,4,4,4,4,1,2,2.39,630,580,1210,NA,1,2.5,1,NA
"147",147,"0a58129e-ccc9-55e7-98ae-da039c40ec5a","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,3,1,5,3,3,4,4,4,4,1,1,2.96,650,600,1250,NA,2,3.8,2,3.3
"148",148,"0a5bf00a-285c-5022-bdc0-bddabe357bc5","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,2,1,5,5,4,4,4,1,1,1,1,3.37,650,600,1250,NA,3,3.4,3,NA
"149",149,"0a5dc70b-81d2-59da-ae47-8dffe8cc533b","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,2,2,5,5,4,4,5,2,1,3,2,0.39,650,610,1260,NA,1,0,NA,NA
"150",150,"0a6e08c4-30c5-5c02-90ff-1c22b17bc805","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,1,3,2,1,3,4,2,5,5,2,4,1,1,2.34,700,580,1280,NA,2,2.6,2,NA
"151",151,"0a7c9722-2ec5-5888-86d4-4c1077abc0ae","student","CSE142",1,1,"CSE143",1,"DNA","F","NOT IND",NA,3,2,2,2,2,1,1,1,1,1,2,1,1,3.73,800,480,1280,NA,1,3.3,1,3.6
"152",152,"0a7e5412-6016-5061-bcca-366e898a5603","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,1,5,5,4,5,2,2,4,4,1,2.58,610,710,1320,NA,1,NA,NA,NA
"153",153,"0a815597-b554-59e3-9938-3b3dc8a8a31b","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,3,3,2,2,4,4,4,4,4,2,3,3,3,3.22,620,470,1090,NA,2,3.5,NA,NA
"154",154,"0ab592fb-fa4a-5911-997d-e55247b016a6","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,3,1,1,4,4,4,4,3,2,2,1,1,3.35,NA,NA,NA,NA,1,2.4,NA,NA
"155",155,"0ac6a1dc-2e28-5688-baaf-4064ab08f3f6","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,3,2,4,5,4,3,5,3,2,1,1,3.6,690,580,1270,NA,2,3,NA,NA
"156",156,"0ac6b46b-d9d2-5c3a-ab17-f5a99ca73b3b","student","CSE142",3,4,"CSE143",1,"DNA","F","CAUCASN",NA,4,3,1,2,3,5,5,3,5,2,2,1,1,2.89,575,495,1070,NA,3,2.5,4,2.4
"157",157,"0acbd1ca-1e60-5c0f-b29c-6d1a40e50f0b","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,3,3,1,3,3,5,3,4,5,4,3,1,1,3.63,750,510,1260,NA,1,NA,NA,NA
"158",158,"0af604c2-446e-5996-aa90-ba2a349ae1e1","student","CSE142",1,2,"CSE143",1,"Accept","M","NOT IND",FALSE,3,3,1,1,5,5,3,4,3,3,3,2,2,3.87,770,740,1510,4.5,1,3.8,2,4
"159",159,"0afacf82-7ddf-58ce-969f-d9f2b7e4f713","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,3,1,1,4,5,4,4,4,3,3,1,1,3.77,760,460,1220,NA,2,3.9,NA,NA
"160",160,"0b09f2b8-4afa-5bd1-90d3-85118f2bc954","student","CSE142",3,1,"NA143",1,"DNA","F","ASIAN",NA,2,3,1,1,4,3,4,3,4,3,2,1,1,3.39,650,500,1150,NA,3,3,NA,NA
"161",161,"0b0fc316-aac0-5b12-811b-4ea13155461e","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,4,2,1,1,2,4,4,1,5,4,4,2,2,3.68,680,410,1090,NA,2,NA,NA,NA
"162",162,"0b1bc5ef-783f-5a0f-9b70-8428d2000c34","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,2,4,2,1,4,3,4,4,4,2,1,1,1,3.31,680,570,1250,NA,1,3.7,1,2.3
"163",163,"0b1f3357-2a28-5831-9573-5db855ed123e","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,2,2,2,3,2,2,4,4,4,4,1,1,3.15,750,480,1230,NA,2,1.7,NA,NA
"164",164,"0b467ff6-cf9d-5a45-9971-5f91af2fd387","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,1,2,3,1,3,3,1,5,5,2,1,1,1,2.95,690,610,1300,NA,3,2.5,NA,NA
"165",165,"0b537931-fdd4-5d3b-9750-fc0a165994cb","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,3,3,3,1,4,3,3,3,4,4,4,1,1,2.67,660,550,1210,NA,1,1.1,NA,NA
"166",166,"0b7619fb-0e88-566f-907f-c50fed6ec5cb","student","CSE142",1,1,"CSE143",1,"DNA","F","ASIAN",NA,2,4,1,1,5,4,3,4,5,2,1,1,3,3.06,760,760,1520,NA,1,3.5,1,3
"167",167,"0b7cc91a-7f3e-5404-80f5-3b77f628e958","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,NA,4,1,1,5,4,4,5,5,2,4,2,1,2.5,630,590,1220,NA,1,2.4,1,1
"168",168,"0bac631e-a6a0-5dbc-92dd-581af1a38ff0","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,3,3,3,3,3,4,4,3,5,4,4,2,1,2.45,595,415,1010,NA,3,0,NA,NA
"169",169,"0bcaf15a-12fc-5930-ad03-22436559e113","student","CSE142",1,1,"CSE143",1,"Deny","M","AFRO-AM",FALSE,1,4,1,1,5,4,2,4,5,2,1,3,2,3.19,440,560,1000,2,1,2.7,1,2.8
"170",170,"0bd8f5a9-2135-54f1-aac7-c8b5e9e2cde9","student","CSE142",3,3,"CSE143",1,"Deny","M","CAUCASN",NA,1,1,1,NA,4,3,4,5,4,4,2,1,2,2.09,580,570,1150,2,3,2.4,3,1.1
"171",171,"0c0f7031-26c8-5f38-b8c3-69d9acd51862","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,2,1,3,3,4,5,5,3,3,1,1,2.76,580,620,1200,NA,1,NA,NA,NA
"172",172,"0c1bf6d7-50d3-5cd7-bce8-52b66a898045","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,3,1,5,4,4,4,4,2,2,1,1,1.68,755,710,1465,NA,1,NA,NA,NA
"173",173,"0c2c3296-c310-577b-8402-712c4668e776","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,3,3,1,1,3,5,5,5,5,4,4,1,1,3.32,NA,NA,NA,NA,2,NA,NA,NA
"174",174,"0c455581-8a8a-5014-8db8-92bebded965b","student","CSE142",1,2,"CSE143",1,"Accept","F","NOT IND",NA,1,4,1,1,5,5,5,5,4,4,2,2,2,3.76,800,420,1220,4,1,3.6,2,4
"175",175,"0c4c549b-3e51-5638-a0bb-f488df6ba2d7","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,2,4,4,4,5,4,2,4,3,2,2,1,4,3.48,720,680,1400,NA,2,3.8,2,3.5
"176",176,"0c6d4a46-65df-55ad-a961-f01e0f6da65e","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,2,4,1,1,5,5,3,4,5,2,2,2,1,3.49,NA,NA,NA,NA,2,3.1,2,3.2
"177",177,"0c9591c0-b88f-593c-8ed6-db1f4b894077","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,3,2,1,5,5,4,4,5,4,1,1,1,3.36,620,660,1280,NA,1,NA,NA,NA
"178",178,"0cb88f4c-eba4-582a-b432-d155457be74e","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,4,2,2,5,4,1,5,4,1,1,1,1,2.07,710,700,1410,NA,1,3,2,1.8
"179",179,"0cb8a5c4-bbe8-5e54-bfc5-c961379fdc97","student","CSE142",3,3,"CSE143",1,"Accept","F","ASIAN",FALSE,2,4,3,1,5,5,4,2,5,4,4,1,2,3.81,670,660,1330,4.5,3,3.8,3,3.9
"180",180,"0cc55b4d-4a15-5dc1-9c4f-21deba5fd69a","student","CSE142",2,3,"CSE143",1,"Accept","F","ASIAN",FALSE,2,2,1,1,4,5,4,3,4,5,3,1,1,3.86,755,595,1350,4,2,4,3,3.6
"181",181,"0cfe0282-0ad8-5cfc-b568-3881c287de9e","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,2,3,1,1,5,5,5,4,4,5,3,1,1,2.1,680,590,1270,NA,3,NA,NA,NA
"182",182,"0d28b430-08d0-5d1d-a39a-665aba3594dc","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,3,4,1,2,3,3,3,3,4,4,3,2,2,3.4,480,490,970,NA,3,2.6,NA,NA
"183",183,"0d38374c-37eb-520f-a081-07dbb98124ae","student","CSE142",3,1,"NA143",1,"DNA","F","NOT IND",NA,3,3,1,1,4,2,3,4,4,4,4,1,1,2.99,NA,NA,NA,NA,3,1.2,NA,NA
"184",184,"0d44575e-cbee-50cf-80b1-46e6574db4bf","student","CSE142",1,1,"CSE143",1,"Deny","M","ASIAN",FALSE,1,4,1,2,5,5,4,4,4,1,1,2,1,3.59,670,580,1250,4,1,3.9,1,3.5
"185",185,"0d4cd211-04fa-5e65-9e0a-4c6a09dc4536","student","CSE142",1,4,"CSE143",1,"DNA","F","NOT IND",NA,4,2,2,2,4,4,4,4,5,5,4,1,1,3.53,640,430,1070,NA,1,4,4,2.8
"186",186,"0d643f4f-d437-5beb-b670-484221a40bdc","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,3,1,1,5,3,3,4,4,2,2,1,1,1.92,780,370,1150,NA,1,NA,NA,NA
"187",187,"0d73f7b6-1e1c-5cc0-b200-5928f6c1e9cf","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,2,4,2,2,4,4,4,5,4,2,2,3,2,3.28,600,660,1260,NA,2,3.2,NA,NA
"188",188,"0d85a75c-d764-5e86-acfe-33fb64fc9f25","student","CSE142",2,2,"CSE143",2,"Accept","M","NOT IND",NA,3,4,2,2,5,4,4,5,4,2,2,1,1,3.71,720,560,1280,4.5,2,3.9,2,3.9
"189",189,"0d87a350-8f9b-5bf9-b889-648162921251","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,2,2,2,1,5,5,3,5,5,4,2,2,1,3.25,720,620,1340,NA,1,3.8,1,2.1
"190",190,"0d94ff7e-d49a-56b5-b184-65f5ec6f98f9","student","CSE142",2,2,"CSE143",1,"Deny","M","CAUCASN",NA,2,4,4,4,5,4,4,5,4,1,1,1,2,3.6,NA,NA,NA,3.5,2,3.4,2,3.2
"191",191,"0da0c98d-88c4-5742-bafa-5902f710a788","student","CSE142",1,4,"CSE143",1,"DNA","F","NOT IND",NA,4,2,1,1,4,3,5,5,5,2,2,1,1,3.68,800,510,1310,NA,1,3.5,4,3.6
"192",192,"0dad63a3-961a-52a2-a8ad-e5dc237ba974","student","CSE142",3,3,"CSE143",1,"DNA","F","ASIAN",NA,1,4,3,1,5,5,4,5,5,1,1,1,1,3.73,610,630,1240,NA,3,2.9,3,2.5
"193",193,"0db48fec-527e-5696-9dda-0ee906e11e10","student","CSE142",3,3,"CSE143",1,"DNA","M","NOT IND",NA,2,4,1,1,5,4,4,4,4,3,3,1,1,3.44,NA,NA,NA,NA,3,3.6,3,2.3
"194",194,"0dbe0e92-e130-5376-bca0-a43143eb9b78","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,1,2,3,1,3,5,5,2,5,4,4,1,1,1.7,730,560,1290,NA,1,NA,NA,NA
"195",195,"0dcafe6e-d36a-5281-810e-4d4fc30380e7","student","CSE142",1,2,"CSE143",2,"Accept","M","ASIAN",NA,1,4,1,1,5,5,4,5,5,3,2,2,1,3.53,640,500,1140,4.5,1,3.1,2,3.7
"196",196,"0dd48e07-0912-549f-991a-5baecc18db95","student","CSE142",1,2,"CSE143",1,"Deny","M","ASIAN",FALSE,3,4,2,2,5,5,4,5,5,2,3,1,1,3.13,700,630,1330,3,1,3.3,2,3.7
"197",197,"0ddd6e00-8c46-5cfa-883d-c3be2612916d","student","CSE142",3,3,"CSE143",1,"Accept","F","AMER-IND",NA,2,3,2,2,5,5,5,5,4,2,1,1,1,3.86,670,680,1350,5,3,3.8,3,3.9
"198",198,"0de1ded3-5eea-5e37-987b-dc085c683d09","student","CSE142",2,3,"CSE143",1,"DNA","M","NOT IND",NA,4,2,1,1,3,5,5,3,4,3,2,1,1,3.47,770,450,1220,NA,2,2.7,3,2.6
"199",199,"0df44cb0-3e52-58a2-afb7-0e17ea4b9fcf","student","CSE142",1,1,"CSE143",1,"Deny","M","ASIAN",FALSE,1,4,1,1,5,3,3,3,3,4,3,1,2,3.65,740,710,1450,3,1,3.5,1,2.8
"200",200,"0e1deb3a-0efd-5f50-bff8-7271e09ad70f","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,3,3,2,1,3,4,1,4,4,5,1,1,1,2.91,NA,NA,NA,NA,3,NA,NA,NA
"201",201,"0e1ec2ad-0500-51f9-ab9c-09d19f2e777e","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,4,2,1,1,2,4,4,4,3,4,4,1,2,3.46,700,440,1140,NA,1,2.7,NA,NA
"202",202,"0e24247c-541d-5dc2-9d92-5ed3a5579e52","student","CSE142",2,2,"CSE143",1,"Deny","F","CAUCASN",NA,2,2,1,1,5,5,3,4,4,2,3,2,1,3.22,730,790,1520,3,2,3.7,2,2
"203",203,"0e30edd0-d6d7-51cf-ab34-ce756ce5ef85","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,3,3,5,5,4,4,5,4,2,3,2,3.5,780,690,1470,NA,1,4,1,3.7
"204",204,"0e470bc7-8dbe-5543-958e-ffd072a48225","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,4,3,2,2,1,3,3,3,3,3,3,1,1,3,660,550,1210,NA,1,3.4,NA,NA
"205",205,"0e54956e-4fbc-52d8-80a0-5367c3f6fcdd","student","CSE142",1,2,"CSE143",1,"Deny","M","CAUCASN",FALSE,1,2,1,1,4,5,5,5,5,4,5,2,1,3.33,760,710,1470,2.5,1,3.5,2,3.6
"206",206,"0e5e7666-88be-57d0-91ad-e9d6b27e8692","student","CSE142",2,3,"CSE143",1,"DNA","M","NOT IND",NA,2,3,1,1,3,4,4,3,5,2,3,1,1,3.02,650,480,1130,NA,2,3.4,3,2
"207",207,"0e82bfd9-afb1-519d-95de-37f7ae79e48e","student","CSE142",2,2,"CSE143",1,"Accept","M","CAUCASN",NA,1,4,1,1,5,5,3,4,5,3,1,6,3,3.55,650,500,1150,4.5,2,3.8,2,3.6
"208",208,"0e919682-99f3-50e9-a078-e89cb6616c0e","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,4,2,1,1,3,3,4,4,4,2,3,1,2,3.83,800,450,1250,NA,1,3.4,2,3.3
"209",209,"0e994204-49ab-55ed-9fdd-690303efcec9","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,2,1,4,4,4,5,4,1,1,1,1,3.26,640,540,1180,NA,1,2,NA,NA
"210",210,"0ebf29de-05d1-53df-bd58-4a312901b957","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,4,3,2,1,2,5,2,5,5,4,3,1,1,3.32,690,680,1370,NA,2,2.7,NA,NA
"211",211,"0ec05167-2212-5f3a-8544-775601973d59","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,4,1,4,5,4,3,3,4,3,1,1,3.22,600,680,1280,NA,2,2,NA,NA
"212",212,"0ef93bc2-6943-5d9a-98c9-47c41cfefad3","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,4,1,4,4,2,5,2,1,1,1,1,3.24,580,680,1260,NA,2,2.4,NA,NA
"213",213,"0efc26bb-2ff2-5717-b7a7-c53726e8f49c","student","CSE142",3,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,2,1,5,5,3,4,5,1,1,1,1,3.17,550,670,1220,NA,3,0.7,NA,NA
"214",214,"0f09a500-5d66-5356-920d-134add394cd2","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,2,1,4,5,4,5,4,2,1,1,1,3.15,640,690,1330,NA,2,4,2,3.2
"215",215,"0f182f19-ac7a-52a3-bda0-5c9afa50ebcf","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,2,1,4,5,4,5,5,2,1,1,1,3.44,740,720,1460,NA,2,2.3,2,NA
"216",216,"0f2a34c7-4dc2-570a-8b3d-54c156637758","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,3,2,1,5,4,4,4,4,3,3,NA,2,3.76,740,510,1250,NA,2,3.8,NA,NA
"217",217,"0f34ab71-493d-502f-b060-96cd69b8004e","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,2,4,2,2,5,5,3,4,5,2,1,2,2,3.12,750,690,1440,NA,1,2.6,2,2.6
"218",218,"0f3fb99c-80f0-5429-9ace-2c72238cf58a","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,1,2,1,1,4,4,5,5,4,3,2,1,1,3.78,790,550,1340,NA,1,3.6,NA,NA
"219",219,"0f44e57e-6ba7-5b0d-8b71-03ba83e29409","student","CSE142",3,3,"CSE143",1,"Deny","M","CAUCASN",NA,4,4,1,1,3,4,3,4,3,3,3,1,2,3.33,710,580,1290,2,3,3.3,3,3.6
"220",220,"0f4ca101-e2a2-5e96-adf3-2c487caf3e1c","student","CSE142",1,1,"CSE143",1,"Deny","M","NOT IND",FALSE,2,3,1,2,5,3,3,4,4,2,1,2,2,2.96,630,670,1300,2,1,3.1,1,2.7
"221",221,"0f7164c2-ad2f-5314-8ea6-0da6dce8c85b","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,1,1,5,5,4,5,1,1,1,2,2.64,550,620,1170,NA,2,3,2,2.1
"222",222,"0f7d5bb5-172d-5295-a3fa-c81a9bb87167","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,4,3,3,2,3,2,1,1,2.2,640,480,1120,NA,1,NA,NA,NA
"223",223,"0f8451c2-be76-5404-a8cc-01ddfd788d0a","student","CSE142",3,3,"CSE143",2,"Deny","M","CAUCASN",NA,1,4,1,1,5,3,4,4,5,2,1,3,1,2.87,670,575,1245,3,3,3,3,2.7
"224",224,"0f9420c5-51af-5802-88a3-de3bde4bf35d","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,4,4,5,5,1,1,4,2,2.87,660,640,1300,NA,1,3.3,2,2.2
"225",225,"0f97e695-c55b-50bc-84e6-ff7db2608429","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,2,4,1,1,5,4,4,4,4,4,4,2,1,3.22,740,500,1240,NA,1,3.4,1,3.3
"226",226,"0f9921dd-8971-51c6-bb50-f960ce7ece85","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,2,3,4,1,4,5,4,5,4,2,4,1,1,3.24,710,650,1360,NA,2,1.5,NA,NA
"227",227,"0fa70e08-3b2e-5852-8705-c3bf6849a85d","student","CSE142",1,1,"CSE143",1,"Accept","M","CAUCASN",FALSE,1,4,2,1,5,5,3,5,4,3,2,1,2,3.95,710,670,1380,4,1,3.7,1,3.9
"228",228,"0fafac75-3466-56fc-ba35-c5a28d03d4f2","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,1,1,4,3,3,5,5,4,2,1,2,3.18,680,620,1300,NA,2,3,3,2.9
"229",229,"0fb46c94-0251-597a-85c7-176d2b8e2d69","student","CSE142",2,2,"CSE143",1,"Deny","M","NOT IND",FALSE,1,4,NA,1,5,4,4,4,4,4,4,1,1,3.52,700,650,1350,3,2,3.3,2,3.3
"230",230,"0fb805f8-0730-5f62-8358-91f2ad2e9352","student","CSE142",1,3,"CSE143",1,"DNA","F","ASIAN",NA,1,2,1,1,4,4,5,5,5,4,2,1,1,3.3,620,520,1140,NA,1,3.4,3,2.1
